"SOURCE","DEST","SRC_SITE","DEST_SITE","SRC_CLOUD","DEST_CLOUD","AGIS_DISTANCE"
PIC_DATADISK,CA-WATERLOO-T2_DATADISK,pic,CA-WATERLOO-T2,ES,CA,3
RRC-KI-T1_DATADISK,CA-WATERLOO-T2_DATADISK,RRC-KI-T1,CA-WATERLOO-T2,RU,CA,3
TOKYO-LCG2_DATADISK,CA-WATERLOO-T2_DATADISK,TOKYO-LCG2,CA-WATERLOO-T2,FR,CA,3
CERN-PROD_DATADISK,CA-WATERLOO-T2_DATADISK,CERN-PROD,CA-WATERLOO-T2,CERN,CA,3
TRIUMF-LCG2_DATADISK,CA-WATERLOO-T2_DATADISK,TRIUMF-LCG2,CA-WATERLOO-T2,CA,CA,3
UKI-NORTHGRID-LANCS-HEP_DATADISK,CA-WATERLOO-T2_DATADISK,UKI-NORTHGRID-LANCS-HEP,CA-WATERLOO-T2,UK,CA,3
SWT2_CPB_DATADISK,CA-WATERLOO-T2_DATADISK,SWT2_CPB,CA-WATERLOO-T2,US,CA,3
UKI-NORTHGRID-MAN-HEP_DATADISK,CA-WATERLOO-T2_DATADISK,UKI-NORTHGRID-MAN-HEP,CA-WATERLOO-T2,UK,CA,3
AGLT2_DATADISK,CA-WATERLOO-T2_DATADISK,AGLT2,CA-WATERLOO-T2,US,CA,3
AGLT2_DATADISK,UAM-LCG2_DATADISK,AGLT2,UAM-LCG2,US,ES,3
AGLT2_DATADISK,UKI-NORTHGRID-LANCS-HEP_DATADISK,AGLT2,UKI-NORTHGRID-LANCS-HEP,US,UK,3
AGLT2_DATADISK,UKI-NORTHGRID-LIV-HEP_DATADISK,AGLT2,UKI-NORTHGRID-LIV-HEP,US,UK,3
AGLT2_DATADISK,UKI-NORTHGRID-MAN-HEP_DATADISK,AGLT2,UKI-NORTHGRID-MAN-HEP,US,UK,3
AGLT2_DATADISK,UKI-NORTHGRID-SHEF-HEP_DATADISK,AGLT2,,US,,3
AGLT2_DATADISK,UKI-SCOTGRID-GLASGOW_DATADISK,AGLT2,,US,,3
AGLT2_DATADISK,UNI-FREIBURG_DATADISK,AGLT2,UNI-FREIBURG,US,DE,3
AGLT2_DATADISK,WUPPERTALPROD_DATADISK,AGLT2,wuppertalprod,US,DE,3
AGLT2_DATADISK,CA-VICTORIA-WESTGRID-T2_DATADISK,AGLT2,CA-VICTORIA-WESTGRID-T2,US,CA,3
AGLT2_DATADISK,CERN-PROD_DATADISK,AGLT2,CERN-PROD,US,CERN,3
AGLT2_DATADISK,CSCS-LCG2_DATADISK,AGLT2,CSCS-LCG2,US,DE,3
AGLT2_DATADISK,DESY-ZN_DATADISK,AGLT2,DESY-ZN,US,DE,3
AGLT2_DATADISK,GRIF-IRFU_DATADISK,AGLT2,GRIF-IRFU,US,FR,3
AGLT2_DATADISK,GRIF-LPNHE_DATADISK,AGLT2,GRIF-LPNHE,US,FR,3
AGLT2_DATADISK,IEPSAS-KOSICE_DATADISK,AGLT2,IEPSAS-Kosice,US,DE,3
AGLT2_DATADISK,IN2P3-CC_DATADISK,AGLT2,IN2P3-CC,US,FR,3
AGLT2_DATADISK,IN2P3-LPSC_DATADISK,AGLT2,IN2P3-LPSC,US,FR,3
AGLT2_DATADISK,LRZ-LMU_DATADISK,AGLT2,LRZ-LMU,US,DE,3
AGLT2_DATADISK,MPPMU_DATADISK,AGLT2,MPPMU,US,DE,3
AGLT2_DATADISK,MWT2_DATADISK,AGLT2,MWT2,US,US,3
AGLT2_DATADISK,NDGF-T1_DATADISK,AGLT2,NDGF-T1,US,ND,3
AGLT2_DATADISK,PIC_DATADISK,AGLT2,pic,US,ES,3
AGLT2_DATADISK,PRAGUELCG2_DATADISK,AGLT2,praguelcg2,US,DE,3
AGLT2_DATADISK,SARA-MATRIX_DATADISK,AGLT2,SARA-MATRIX,US,NL,3
AGLT2_DATADISK,SWT2_CPB_DATADISK,AGLT2,SWT2_CPB,US,US,3
AGLT2_DATADISK,TOKYO-LCG2_DATADISK,AGLT2,TOKYO-LCG2,US,FR,3
AGLT2_DATADISK,TRIUMF-LCG2_DATADISK,AGLT2,TRIUMF-LCG2,US,CA,3
DESY-HH_DATADISK,UKI-NORTHGRID-MAN-HEP_DATADISK,DESY-HH,UKI-NORTHGRID-MAN-HEP,DE,UK,3
RRC-KI-T1_DATADISK,OU_OSCER_ATLAS_DATADISK,RRC-KI-T1,OU_OSCER_ATLAS,RU,US,3
CERN-PROD-RUCIOTEST_DATADISK,HK-LCG2_DATADISK,CERN-PROD,HK-LCG2,CERN,FR,3
CERN-PROD_DATADISK,HK-LCG2_DATADISK,CERN-PROD,HK-LCG2,CERN,FR,3
CERN-PROD_DATADISK,WUPPERTALPROD_DATADISK,CERN-PROD,wuppertalprod,CERN,DE,3
MWT2_DATADISK,CSCS-LCG2_PPSDATADISK,MWT2,,US,,3
NDGF-T1_DATADISK,CSCS-LCG2_PPSDATADISK,NDGF-T1,,ND,,3
CERN-PROD-RUCIOTEST_DATADISK,UKI-NORTHGRID-LIV-HEP_DATADISK,CERN-PROD,UKI-NORTHGRID-LIV-HEP,CERN,UK,3
CERN-PROD-RUCIOTEST_DATADISK,AUSTRALIA-ATLAS_DATADISK,CERN-PROD,Australia-ATLAS,CERN,CA,3
IN2P3-CC_DATADISK,CSCS-LCG2_PPSDATADISK,IN2P3-CC,,FR,,3
CERN-PROD-RUCIOTEST_DATADISK,CSCS-LCG2_DATADISK,CERN-PROD,CSCS-LCG2,CERN,DE,3
CERN-PROD-RUCIOTEST_DATADISK,FMPHI-UNIBA_DATADISK,CERN-PROD,FMPhI-UNIBA,CERN,DE,3
AGLT2_DATADISK,GOEGRID_DATADISK,AGLT2,GoeGrid,US,DE,3
CERN-PROD-RUCIOTEST_DATADISK,INFN-NAPOLI-ATLAS_DATADISK,CERN-PROD,INFN-NAPOLI-ATLAS,CERN,IT,3
CERN-PROD-RUCIOTEST_DATADISK,GOEGRID_DATADISK,CERN-PROD,GoeGrid,CERN,DE,3
CERN-PROD-RUCIOTEST_DATADISK,GRIF-IRFU_DATADISK,CERN-PROD,GRIF-IRFU,CERN,FR,3
CERN-PROD-RUCIOTEST_DATADISK,GRIF-LAL_DATADISK,CERN-PROD,GRIF-LAL,CERN,FR,3
CERN-PROD-RUCIOTEST_DATADISK,GRIF-LPNHE_DATADISK,CERN-PROD,GRIF-LPNHE,CERN,FR,3
CERN-PROD-RUCIOTEST_DATADISK,IEPSAS-KOSICE_DATADISK,CERN-PROD,IEPSAS-Kosice,CERN,DE,3
CERN-PROD-RUCIOTEST_DATADISK,IL-TAU-HEP_DATADISK,CERN-PROD,,CERN,,3
CERN-PROD-RUCIOTEST_DATADISK,IN2P3-CPPM_DATADISK,CERN-PROD,IN2P3-CPPM,CERN,FR,3
CERN-PROD-RUCIOTEST_DATADISK,IN2P3-LPC_DATADISK,CERN-PROD,IN2P3-LPC,CERN,FR,3
CERN-PROD-RUCIOTEST_DATADISK,IN2P3-LPSC_DATADISK,CERN-PROD,IN2P3-LPSC,CERN,FR,3
CERN-PROD-RUCIOTEST_DATADISK,JINR-LCG2_DATADISK,CERN-PROD,JINR-LCG2,CERN,RU,3
CERN-PROD-RUCIOTEST_DATADISK,NCG-INGRID-PT_DATADISK,CERN-PROD,NCG-INGRID-PT,CERN,ES,3
BNL-OSG2_DATADISK,GRIF-LPNHE_DATADISK,BNL-ATLAS,GRIF-LPNHE,US,FR,3
BNL-OSG2_DATADISK,IEPSAS-KOSICE_DATADISK,BNL-ATLAS,IEPSAS-Kosice,US,DE,3
BNL-OSG2_DATADISK,IFAE_DATADISK,BNL-ATLAS,ifae,US,ES,3
BNL-OSG2_DATADISK,IL-TAU-HEP_DATADISK,BNL-ATLAS,,US,,3
BNL-OSG2_DATADISK,IN2P3-LAPP_DATADISK,BNL-ATLAS,IN2P3-LAPP,US,FR,3
BNL-OSG2_DATADISK,IN2P3-LPC_DATADISK,BNL-ATLAS,IN2P3-LPC,US,FR,3
BNL-OSG2_DATADISK,INFN-FRASCATI_DATADISK,BNL-ATLAS,INFN-FRASCATI,US,IT,3
BNL-OSG2_DATADISK,INFN-MILANO-ATLASC_DATADISK,BNL-ATLAS,INFN-MILANO-ATLASC,US,IT,3
BNL-OSG2_DATADISK,INFN-ROMA1_DATADISK,BNL-ATLAS,INFN-ROMA1,US,IT,3
BNL-OSG2_DATADISK,INFN-T1_DATADISK,BNL-ATLAS,INFN-T1,US,IT,3
BNL-OSG2_DATADISK,TAIWAN-LCG2_DATADISK,BNL-ATLAS,Taiwan-LCG2,US,TW,3
BNL-OSG2_DATADISK,NIKHEF-ELPROD_DATADISK,BNL-ATLAS,,US,,3
BNL-OSG2_DATADISK,PSNC_DATADISK,BNL-ATLAS,,US,,3
BNL-OSG2_DATADISK,RO-07-NIPNE_DATADISK,BNL-ATLAS,RO-07-NIPNE,US,FR,3
BNL-OSG2_DATADISK,RU-PROTVINO-IHEP_DATADISK,BNL-ATLAS,RU-Protvino-IHEP,US,RU,3
BNL-OSG2_DATADISK,UAM-LCG2_DATADISK,BNL-ATLAS,UAM-LCG2,US,ES,3
BNL-OSG2_DATADISK,UKI-LT2-QMUL_DATADISK,BNL-ATLAS,UKI-LT2-QMUL,US,UK,3
BNL-OSG2_DATADISK,UKI-LT2-RHUL_DATADISK,BNL-ATLAS,UKI-LT2-RHUL,US,UK,3
BNL-OSG2_DATADISK,UKI-NORTHGRID-LIV-HEP_DATADISK,BNL-ATLAS,UKI-NORTHGRID-LIV-HEP,US,UK,3
BNL-OSG2_DATADISK,UKI-SCOTGRID-GLASGOW_DATADISK,BNL-ATLAS,,US,,3
BNL-OSG2_DATADISK,UKI-SOUTHGRID-OX-HEP_DATADISK,BNL-ATLAS,UKI-SOUTHGRID-OX-HEP,US,UK,3
BNL-OSG2_DATADISK,UKI-SOUTHGRID-RALPP_DATADISK,BNL-ATLAS,UKI-SOUTHGRID-RALPP,US,UK,3
BNL-OSG2_DATADISK,UNI-FREIBURG_DATADISK,BNL-ATLAS,UNI-FREIBURG,US,DE,3
BNL-OSG2_DATADISK,UNIBE-LHEP_DATADISK,BNL-ATLAS,UNIBE-LHEP,US,ND,3
BNL-OSG2_DATADISK,UTA_SWT2_DATADISK,BNL-ATLAS,UTA_SWT2,US,US,3
BNL-OSG2_DATADISK,WEIZMANN-LCG2_DATADISK,BNL-ATLAS,,US,,3
BNL-OSG2_DATADISK,WUPPERTALPROD_DATADISK,BNL-ATLAS,wuppertalprod,US,DE,3
BNL-OSG2_DATADISK,JINR-LCG2_DATADISK,BNL-ATLAS,JINR-LCG2,US,RU,3
BNL-OSG2_DATADISK,INFN-NAPOLI-ATLAS_DATADISK,BNL-ATLAS,INFN-NAPOLI-ATLAS,US,IT,3
CSCS-LCG2_PPSDATADISK,BNL-OSG2_DATADISK,,BNL-ATLAS,,US,3
BNL-OSG2_DATADISK,CSCS-LCG2_PPSDATADISK,BNL-ATLAS,,US,,3
AGLT2_DATADISK,RO-07-NIPNE_DATADISK,AGLT2,RO-07-NIPNE,US,FR,3
CERN-PROD-RUCIOTEST_DATADISK,CSCS-LCG2_PPSDATADISK,CERN-PROD,,CERN,,3
CSCS-LCG2_PPSDATADISK,CERN-PROD_DATADISK,,CERN-PROD,,CERN,3
CERN-PROD_DATADISK,CSCS-LCG2_PPSDATADISK,CERN-PROD,,CERN,,3
CERN-PROD_DATADISK,RU-PROTVINO-IHEP_DATADISK,CERN-PROD,RU-Protvino-IHEP,CERN,RU,3
BNL-OSG2_DATADISK,CA-WATERLOO-T2_DATADISK,BNL-ATLAS,CA-WATERLOO-T2,US,CA,3
FZK-LCG2_DATADISK,CA-WATERLOO-T2_DATADISK,FZK-LCG2,CA-WATERLOO-T2,DE,CA,3
IN2P3-CC_DATADISK,CA-WATERLOO-T2_DATADISK,IN2P3-CC,CA-WATERLOO-T2,FR,CA,3
UKI-SCOTGRID-GLASGOW_DATADISK,CA-WATERLOO-T2_DATADISK,,CA-WATERLOO-T2,,CA,3
CA-WATERLOO-T2_DATADISK,SWT2_CPB_DATADISK,CA-WATERLOO-T2,SWT2_CPB,CA,US,3
CA-WATERLOO-T2_DATADISK,TRIUMF-LCG2_DATADISK,CA-WATERLOO-T2,TRIUMF-LCG2,CA,CA,3
CERN-PROD-RUCIOTEST_DATADISK,CA-WATERLOO-T2_DATADISK,CERN-PROD,CA-WATERLOO-T2,CERN,CA,3
DESY-HH_DATADISK,NDGF-T1_DATADISK,DESY-HH,NDGF-T1,DE,ND,3
CSCS-LCG2_DATADISK,CERN-PROD-RUCIOTEST_DATADISK,CSCS-LCG2,CERN-PROD,DE,CERN,3
FZK-LCG2_DATADISK,AUSTRALIA-ATLAS_DATADISK,FZK-LCG2,Australia-ATLAS,DE,CA,3
FZK-LCG2_DATADISK,CA-VICTORIA-WESTGRID-T2_DATADISK,FZK-LCG2,CA-VICTORIA-WESTGRID-T2,DE,CA,3
IN2P3-CC_DATADISK,OU_OSCER_ATLAS_DATADISK,IN2P3-CC,OU_OSCER_ATLAS,FR,US,3
IN2P3-LAPP_DATADISK,OU_OSCER_ATLAS_DATADISK,IN2P3-LAPP,OU_OSCER_ATLAS,FR,US,3
FZK-LCG2_DATADISK,OU_OSCER_ATLAS_DATADISK,FZK-LCG2,OU_OSCER_ATLAS,DE,US,3
DESY-HH_DATADISK,UNI-FREIBURG_DATADISK,DESY-HH,UNI-FREIBURG,DE,DE,3
DESY-ZN_DATADISK,AGLT2_DATADISK,DESY-ZN,AGLT2,DE,US,3
DESY-ZN_DATADISK,BNL-OSG2_DATADISK,DESY-ZN,BNL-ATLAS,DE,US,3
DESY-ZN_DATADISK,CERN-PROD-RUCIOTEST_DATADISK,DESY-ZN,CERN-PROD,DE,CERN,3
DESY-ZN_DATADISK,FZK-LCG2_DATADISK,DESY-ZN,FZK-LCG2,DE,DE,3
DESY-ZN_DATADISK,IFIC-LCG2_DATADISK,DESY-ZN,IFIC-LCG2,DE,ES,3
DESY-ZN_DATADISK,MWT2_DATADISK,DESY-ZN,MWT2,DE,US,3
DESY-ZN_DATADISK,NET2_DATADISK,DESY-ZN,BU_ATLAS_Tier2,DE,US,3
DESY-ZN_DATADISK,SWT2_CPB_DATADISK,DESY-ZN,SWT2_CPB,DE,US,3
DESY-ZN_DATADISK,TOKYO-LCG2_DATADISK,DESY-ZN,TOKYO-LCG2,DE,FR,3
DESY-ZN_DATADISK,TRIUMF-LCG2_DATADISK,DESY-ZN,TRIUMF-LCG2,DE,CA,3
DESY-ZN_DATADISK,UAM-LCG2_DATADISK,DESY-ZN,UAM-LCG2,DE,ES,3
DESY-HH_DATADISK,AGLT2_DATADISK,DESY-HH,AGLT2,DE,US,3
DESY-HH_DATADISK,BNL-OSG2_DATADISK,DESY-HH,BNL-ATLAS,DE,US,3
DESY-HH_DATADISK,CERN-PROD-RUCIOTEST_DATADISK,DESY-HH,CERN-PROD,DE,CERN,3
DESY-HH_DATADISK,DESY-ZN_DATADISK,DESY-HH,DESY-ZN,DE,DE,3
CERN-PROD_DATADISK,IN2P3-CPPM_DATADISK,CERN-PROD,IN2P3-CPPM,CERN,FR,3
CERN-PROD_DATADISK,INFN-FRASCATI_DATADISK,CERN-PROD,INFN-FRASCATI,CERN,IT,3
AGLT2_DATADISK,CSCS-LCG2_PPSDATADISK,AGLT2,,US,,3
CSCS-LCG2_PPSDATADISK,CERN-PROD-RUCIOTEST_DATADISK,,CERN-PROD,,CERN,3
FZK-LCG2_DATADISK,CSCS-LCG2_PPSDATADISK,FZK-LCG2,,DE,,3
CA-VICTORIA-WESTGRID-T2_DATADISK,TRIUMF-LCG2_DATADISK,CA-VICTORIA-WESTGRID-T2,TRIUMF-LCG2,CA,CA,3
CA-VICTORIA-WESTGRID-T2_DATADISK,BNL-OSG2_DATADISK,CA-VICTORIA-WESTGRID-T2,BNL-ATLAS,CA,US,3
CA-VICTORIA-WESTGRID-T2_DATADISK,CERN-PROD-RUCIOTEST_DATADISK,CA-VICTORIA-WESTGRID-T2,CERN-PROD,CA,CERN,3
CA-VICTORIA-WESTGRID-T2_DATADISK,CERN-PROD_DATADISK,CA-VICTORIA-WESTGRID-T2,CERN-PROD,CA,CERN,3
CA-VICTORIA-WESTGRID-T2_DATADISK,DESY-ZN_DATADISK,CA-VICTORIA-WESTGRID-T2,DESY-ZN,CA,DE,3
CA-VICTORIA-WESTGRID-T2_DATADISK,MWT2_DATADISK,CA-VICTORIA-WESTGRID-T2,MWT2,CA,US,3
CA-VICTORIA-WESTGRID-T2_DATADISK,NET2_DATADISK,CA-VICTORIA-WESTGRID-T2,BU_ATLAS_Tier2,CA,US,3
CA-VICTORIA-WESTGRID-T2_DATADISK,PIC_DATADISK,CA-VICTORIA-WESTGRID-T2,pic,CA,ES,3
AGLT2_DATADISK,OU_OSCER_ATLAS_DATADISK,AGLT2,OU_OSCER_ATLAS,US,US,3
BNL-OSG2_DATADISK,OU_OSCER_ATLAS_DATADISK,BNL-ATLAS,OU_OSCER_ATLAS,US,US,3
NET2_DATADISK,OU_OSCER_ATLAS_DATADISK,BU_ATLAS_Tier2,OU_OSCER_ATLAS,US,US,3
CERN-PROD_DATADISK,OU_OSCER_ATLAS_DATADISK,CERN-PROD,OU_OSCER_ATLAS,CERN,US,3
NDGF-T1_DATADISK,OU_OSCER_ATLAS_DATADISK,NDGF-T1,OU_OSCER_ATLAS,ND,US,3
CERN-PROD-RUCIOTEST_DATADISK,OU_OSCER_ATLAS_DATADISK,CERN-PROD,OU_OSCER_ATLAS,CERN,US,3
CERN-PROD-RUCIOTEST_DATADISK,PSNC_DATADISK,CERN-PROD,,CERN,,3
CERN-PROD-RUCIOTEST_DATADISK,RU-PROTVINO-IHEP_DATADISK,CERN-PROD,RU-Protvino-IHEP,CERN,RU,3
SWT2_CPB_DATADISK,CSCS-LCG2_PPSDATADISK,SWT2_CPB,,US,,3
CERN-PROD-RUCIOTEST_DATADISK,UKI-LT2-RHUL_DATADISK,CERN-PROD,UKI-LT2-RHUL,CERN,UK,3
CERN-PROD-RUCIOTEST_DATADISK,UKI-NORTHGRID-LANCS-HEP_DATADISK,CERN-PROD,UKI-NORTHGRID-LANCS-HEP,CERN,UK,3
CERN-PROD-RUCIOTEST_DATADISK,UKI-NORTHGRID-SHEF-HEP_DATADISK,CERN-PROD,,CERN,,3
CERN-PROD-RUCIOTEST_DATADISK,UKI-SCOTGRID-ECDF_DATADISK,CERN-PROD,UKI-SCOTGRID-ECDF,CERN,UK,3
CERN-PROD-RUCIOTEST_DATADISK,UKI-SOUTHGRID-OX-HEP_DATADISK,CERN-PROD,UKI-SOUTHGRID-OX-HEP,CERN,UK,3
CERN-PROD-RUCIOTEST_DATADISK,UNIBE-LHEP_DATADISK,CERN-PROD,UNIBE-LHEP,CERN,ND,3
CERN-PROD-RUCIOTEST_DATADISK,UTA_SWT2_DATADISK,CERN-PROD,UTA_SWT2,CERN,US,3
TRIUMF-LCG2_DATADISK,CSCS-LCG2_PPSDATADISK,TRIUMF-LCG2,,CA,,3
CERN-PROD_DATADISK,UKI-LT2-RHUL_DATADISK,CERN-PROD,UKI-LT2-RHUL,CERN,UK,3
CERN-PROD_DATADISK,AUSTRALIA-ATLAS_DATADISK,CERN-PROD,Australia-ATLAS,CERN,CA,3
CERN-PROD_DATADISK,FMPHI-UNIBA_DATADISK,CERN-PROD,FMPhI-UNIBA,CERN,DE,3
CERN-PROD_DATADISK,GOEGRID_DATADISK,CERN-PROD,GoeGrid,CERN,DE,3
CERN-PROD_DATADISK,GRIF-IRFU_DATADISK,CERN-PROD,GRIF-IRFU,CERN,FR,3
CERN-PROD_DATADISK,GRIF-LPNHE_DATADISK,CERN-PROD,GRIF-LPNHE,CERN,FR,3
CERN-PROD_DATADISK,IEPSAS-KOSICE_DATADISK,CERN-PROD,IEPSAS-Kosice,CERN,DE,3
CERN-PROD_DATADISK,IL-TAU-HEP_DATADISK,CERN-PROD,,CERN,,3
CERN-PROD_DATADISK,UKI-NORTHGRID-SHEF-HEP_DATADISK,CERN-PROD,,CERN,,3
CERN-PROD_DATADISK,UKI-SCOTGRID-ECDF_DATADISK,CERN-PROD,UKI-SCOTGRID-ECDF,CERN,UK,3
CERN-PROD_DATADISK,UNIBE-LHEP_DATADISK,CERN-PROD,UNIBE-LHEP,CERN,ND,3
GOEGRID_DATADISK,CERN-PROD_DATADISK,GoeGrid,CERN-PROD,DE,CERN,3
IFIC-LCG2_DATADISK,TRIUMF-LCG2_DATADISK,IFIC-LCG2,TRIUMF-LCG2,ES,CA,3
IFIC-LCG2_DATADISK,UNI-FREIBURG_DATADISK,IFIC-LCG2,UNI-FREIBURG,ES,DE,3
IFIC-LCG2_DATADISK,CERN-PROD_DATADISK,IFIC-LCG2,CERN-PROD,ES,CERN,3
IFIC-LCG2_DATADISK,DESY-HH_DATADISK,IFIC-LCG2,DESY-HH,ES,DE,3
IFIC-LCG2_DATADISK,DESY-ZN_DATADISK,IFIC-LCG2,DESY-ZN,ES,DE,3
IFIC-LCG2_DATADISK,FZK-LCG2_DATADISK,IFIC-LCG2,FZK-LCG2,ES,DE,3
IFIC-LCG2_DATADISK,INFN-T1_DATADISK,IFIC-LCG2,INFN-T1,ES,IT,3
IFIC-LCG2_DATADISK,NDGF-T1_DATADISK,IFIC-LCG2,NDGF-T1,ES,ND,3
IFIC-LCG2_DATADISK,RRC-KI-T1_DATADISK,IFIC-LCG2,RRC-KI-T1,ES,RU,3
GRIF-LAL_DATADISK,IN2P3-CC_DATADISK,GRIF-LAL,IN2P3-CC,FR,FR,3
GRIF-IRFU_DATADISK,CERN-PROD-RUCIOTEST_DATADISK,GRIF-IRFU,CERN-PROD,FR,CERN,3
GRIF-IRFU_DATADISK,CERN-PROD_DATADISK,GRIF-IRFU,CERN-PROD,FR,CERN,3
FZK-LCG2_DATADISK,SLACXRD_DATADISK,FZK-LCG2,WT2,DE,US,3
FZK-LCG2_DATADISK,DESY-HH_DATADISK,FZK-LCG2,DESY-HH,DE,DE,3
FZK-LCG2_DATADISK,FMPHI-UNIBA_DATADISK,FZK-LCG2,FMPhI-UNIBA,DE,DE,3
FZK-LCG2_DATADISK,GOEGRID_DATADISK,FZK-LCG2,GoeGrid,DE,DE,3
FZK-LCG2_DATADISK,GRIF-IRFU_DATADISK,FZK-LCG2,GRIF-IRFU,DE,FR,3
FZK-LCG2_DATADISK,GRIF-LAL_DATADISK,FZK-LCG2,GRIF-LAL,DE,FR,3
FZK-LCG2_DATADISK,GRIF-LPNHE_DATADISK,FZK-LCG2,GRIF-LPNHE,DE,FR,3
FZK-LCG2_DATADISK,IFAE_DATADISK,FZK-LCG2,ifae,DE,ES,3
FZK-LCG2_DATADISK,IFIC-LCG2_DATADISK,FZK-LCG2,IFIC-LCG2,DE,ES,3
FZK-LCG2_DATADISK,IL-TAU-HEP_DATADISK,FZK-LCG2,,DE,,3
FZK-LCG2_DATADISK,IN2P3-LAPP_DATADISK,FZK-LCG2,IN2P3-LAPP,DE,FR,3
FZK-LCG2_DATADISK,IN2P3-LPC_DATADISK,FZK-LCG2,IN2P3-LPC,DE,FR,3
FZK-LCG2_DATADISK,IN2P3-LPSC_DATADISK,FZK-LCG2,IN2P3-LPSC,DE,FR,3
FZK-LCG2_DATADISK,INFN-FRASCATI_DATADISK,FZK-LCG2,INFN-FRASCATI,DE,IT,3
FZK-LCG2_DATADISK,INFN-NAPOLI-ATLAS_DATADISK,FZK-LCG2,INFN-NAPOLI-ATLAS,DE,IT,3
FZK-LCG2_DATADISK,INFN-ROMA1_DATADISK,FZK-LCG2,INFN-ROMA1,DE,IT,3
FZK-LCG2_DATADISK,LRZ-LMU_DATADISK,FZK-LCG2,LRZ-LMU,DE,DE,3
FZK-LCG2_DATADISK,MPPMU_DATADISK,FZK-LCG2,MPPMU,DE,DE,3
FZK-LCG2_DATADISK,MWT2_DATADISK,FZK-LCG2,MWT2,DE,US,3
FZK-LCG2_DATADISK,NDGF-T1_DATADISK,FZK-LCG2,NDGF-T1,DE,ND,3
FZK-LCG2_DATADISK,NIKHEF-ELPROD_DATADISK,FZK-LCG2,,DE,,3
FZK-LCG2_DATADISK,PIC_DATADISK,FZK-LCG2,pic,DE,ES,3
FZK-LCG2_DATADISK,PRAGUELCG2_DATADISK,FZK-LCG2,praguelcg2,DE,DE,3
FZK-LCG2_DATADISK,RO-07-NIPNE_DATADISK,FZK-LCG2,RO-07-NIPNE,DE,FR,3
FZK-LCG2_DATADISK,RRC-KI-T1_DATADISK,FZK-LCG2,RRC-KI-T1,DE,RU,3
FZK-LCG2_DATADISK,RU-PROTVINO-IHEP_DATADISK,FZK-LCG2,RU-Protvino-IHEP,DE,RU,3
FZK-LCG2_DATADISK,SARA-MATRIX_DATADISK,FZK-LCG2,SARA-MATRIX,DE,NL,3
FZK-LCG2_DATADISK,SWT2_CPB_DATADISK,FZK-LCG2,SWT2_CPB,DE,US,3
FZK-LCG2_DATADISK,TAIWAN-LCG2_DATADISK,FZK-LCG2,Taiwan-LCG2,DE,TW,3
FZK-LCG2_DATADISK,UAM-LCG2_DATADISK,FZK-LCG2,UAM-LCG2,DE,ES,3
FZK-LCG2_DATADISK,UKI-LT2-QMUL_DATADISK,FZK-LCG2,UKI-LT2-QMUL,DE,UK,3
FZK-LCG2_DATADISK,UKI-SCOTGRID-ECDF_DATADISK,FZK-LCG2,UKI-SCOTGRID-ECDF,DE,UK,3
FZK-LCG2_DATADISK,UKI-SCOTGRID-GLASGOW_DATADISK,FZK-LCG2,,DE,,3
FZK-LCG2_DATADISK,UKI-SOUTHGRID-OX-HEP_DATADISK,FZK-LCG2,UKI-SOUTHGRID-OX-HEP,DE,UK,3
FZK-LCG2_DATADISK,UKI-SOUTHGRID-RALPP_DATADISK,FZK-LCG2,UKI-SOUTHGRID-RALPP,DE,UK,3
FZK-LCG2_DATADISK,UNI-FREIBURG_DATADISK,FZK-LCG2,UNI-FREIBURG,DE,DE,3
FZK-LCG2_DATADISK,UTA_SWT2_DATADISK,FZK-LCG2,UTA_SWT2,DE,US,3
FZK-LCG2_DATADISK,JINR-LCG2_DATADISK,FZK-LCG2,JINR-LCG2,DE,RU,3
FZK-LCG2_DATADISK,WUPPERTALPROD_DATADISK,FZK-LCG2,wuppertalprod,DE,DE,3
FZK-LCG2_DATADISK,IEPSAS-KOSICE_DATADISK,FZK-LCG2,IEPSAS-Kosice,DE,DE,3
FZK-LCG2_DATADISK,UKI-NORTHGRID-LIV-HEP_DATADISK,FZK-LCG2,UKI-NORTHGRID-LIV-HEP,DE,UK,3
IN2P3-CC_DATADISK,TRIUMF-LCG2_DATADISK,IN2P3-CC,TRIUMF-LCG2,FR,CA,3
DESY-HH_DATADISK,IN2P3-CC_DATADISK,DESY-HH,IN2P3-CC,DE,FR,3
DESY-HH_DATADISK,MWT2_DATADISK,DESY-HH,MWT2,DE,US,3
DESY-HH_DATADISK,PIC_DATADISK,DESY-HH,pic,DE,ES,3
DESY-HH_DATADISK,RRC-KI-T1_DATADISK,DESY-HH,RRC-KI-T1,DE,RU,3
DESY-HH_DATADISK,RU-PROTVINO-IHEP_DATADISK,DESY-HH,RU-Protvino-IHEP,DE,RU,3
DESY-HH_DATADISK,SLACXRD_DATADISK,DESY-HH,WT2,DE,US,3
DESY-HH_DATADISK,SWT2_CPB_DATADISK,DESY-HH,SWT2_CPB,DE,US,3
DESY-HH_DATADISK,TOKYO-LCG2_DATADISK,DESY-HH,TOKYO-LCG2,DE,FR,3
DESY-HH_DATADISK,UKI-LT2-RHUL_DATADISK,DESY-HH,UKI-LT2-RHUL,DE,UK,3
IN2P3-CC_DATADISK,CSCS-LCG2_DATADISK,IN2P3-CC,CSCS-LCG2,FR,DE,3
