,scope,name,rse,available_bytes,available_length,created_at,updated_at,accessed_at,length,bytes,state,official,available_gb,gb,cloud,site,tier,freespace,datetime
164,mc16_13TeV,mc16_13TeV.361106.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Zee.deriv.DAOD_EGAM1.e3601_e5984_s3126_r10724_r10726_p4323_tid23267593_00,INFN-T1_DATADISK,134620685517,16,2021-08-28 03:18:30,2021-08-28 22:24:14,2021-08-28 03:41:43,1350,11053940458855,UNAVAILABLE,False,125.38,10294.78,IT,INFN-T1,1,643,09-28-2021
165,mc16_13TeV,mc16_13TeV.361106.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Zee.deriv.DAOD_EGAM1.e3601_e5984_s3126_r10724_r10726_p4323_tid23267634_00,CA-WATERLOO-T2_DATADISK,42493474634,5,2021-08-14 05:36:37,2021-08-14 10:22:33,2021-08-14 06:17:28,180,1415097383433,UNAVAILABLE,False,39.58,1317.91,CA,CA-WATERLOO-T2,2,1224,09-28-2021
166,mc16_13TeV,mc16_13TeV.361106.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Zee.deriv.DAOD_EGAM1.e3601_e5984_s3126_s3136_r10724_r10726_p4323_tid23267673_00,CA-WATERLOO-T2_DATADISK,8498842493,1,2021-06-20 09:36:41,2021-06-21 00:10:28,,188,1416380143018,UNAVAILABLE,False,7.92,1319.11,CA,CA-WATERLOO-T2,2,1224,09-28-2021
167,mc16_13TeV,mc16_13TeV.361106.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Zee.deriv.DAOD_EGAM1.e3601_e5984_s3126_r10724_r10726_p4323_tid23267593_00,CA-WATERLOO-T2_DATADISK,25479828596,3,2021-09-19 05:48:01,2021-09-19 09:44:11,2021-09-19 06:33:32,1350,11053940458855,UNAVAILABLE,False,23.73,10294.78,CA,CA-WATERLOO-T2,2,1224,09-28-2021
168,mc16_13TeV,mc16_13TeV.361106.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Zee.deriv.DAOD_EGAM1.e3601_e5984_s3126_r10724_r10726_p4323_tid23267636_00,CYFRONET-LCG2_DATADISK,1407239371683,180,2020-11-23 03:49:22,2021-09-27 22:57:25,2021-09-27 22:57:25,180,1407239371683,AVAILABLE,True,1310.59,1310.59,DE,CYFRONET-LCG2,2,1246,09-28-2021
169,mc16_13TeV,mc16_13TeV.361106.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Zee.deriv.DAOD_EGAM1.e3601_e5984_s3126_r10724_r10726_p4323_tid23267638_00,AUSTRALIA-ATLAS_DATADISK,1306370808513,167,2021-08-13 09:56:44,2021-09-15 14:05:01,2021-09-15 14:05:01,180,1412667653411,UNAVAILABLE,False,1216.65,1315.65,CA,Australia-ATLAS,2,742,09-28-2021
170,mc16_13TeV,mc16_13TeV.361106.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Zee.deriv.DAOD_EGAM1.e3601_e5984_s3126_r10724_r10726_p4323_tid23267640_00,UKI-LT2-RHUL_DATADISK,1414053618519,180,2021-07-20 11:51:05,2021-07-21 15:53:54,2021-07-20 16:55:18,180,1414053618519,AVAILABLE,False,1316.94,1316.94,UK,UKI-LT2-RHUL,2,552,09-28-2021
171,mc16_13TeV,mc16_13TeV.361106.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Zee.deriv.DAOD_EGAM1.e3601_e5984_s3126_r10724_r10726_p4323_tid23267659_00,UKI-LT2-RHUL_DATADISK,103554889748,21,2021-07-20 11:54:12,2021-07-21 04:24:31,2021-07-20 12:20:21,180,1416842331365,UNAVAILABLE,False,96.44,1319.54,UK,UKI-LT2-RHUL,2,552,09-28-2021
172,mc16_13TeV,mc16_13TeV.361106.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Zee.deriv.DAOD_EGAM1.e3601_e5984_s3126_r10724_r10726_p4323_tid23267644_00,MPPMU_DATADISK,49600283719,6,2021-09-11 03:43:53,2021-09-11 11:43:44,2021-09-11 05:13:49,179,1413767901229,UNAVAILABLE,False,46.19,1316.67,DE,MPPMU,2,323,09-28-2021
173,mc16_13TeV,mc16_13TeV.361106.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Zee.deriv.DAOD_EGAM1.e3601_e5984_s3126_r10724_r10726_p4323_tid23267650_00,IN2P3-LPC_DATADISK,124831253147,16,2021-08-03 03:08:24,2021-08-04 02:55:41,2021-08-03 03:56:13,188,1416221865670,UNAVAILABLE,False,116.26,1318.96,FR,IN2P3-LPC,2,985,09-28-2021
174,mc16_13TeV,mc16_13TeV.361106.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Zee.deriv.DAOD_EGAM1.e3601_e5984_s3126_s3136_r10724_r10726_p4323_tid23267673_00,IN2P3-LPC_DATADISK,1275833552212,162,2021-08-02 11:42:18,2021-08-03 09:47:33,2021-08-02 12:54:51,188,1416380143018,UNAVAILABLE,False,1188.21,1319.11,FR,IN2P3-LPC,2,985,09-28-2021
175,mc16_13TeV,mc16_13TeV.361106.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Zee.deriv.DAOD_EGAM1.e3601_e5984_s3126_r10724_r10726_p4323_tid23267593_00,IN2P3-LPC_DATADISK,72393063860,9,2021-08-22 06:52:48,2021-08-23 01:04:04,2021-08-22 07:27:08,1350,11053940458855,UNAVAILABLE,False,67.42,10294.78,FR,IN2P3-LPC,2,985,09-28-2021
176,mc16_13TeV,mc16_13TeV.361106.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Zee.deriv.DAOD_EGAM1.e3601_e5984_s3126_r10724_r10726_p4323_tid23267632_00,IN2P3-LPC_DATADISK,1414805496389,182,2021-07-18 11:56:59,2021-07-19 14:29:18,2021-07-18 13:34:36,182,1414805496389,AVAILABLE,False,1317.64,1317.64,FR,IN2P3-LPC,2,985,09-28-2021
177,mc16_13TeV,mc16_13TeV.361106.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Zee.deriv.DAOD_EGAM1.e3601_e5984_s3126_r10724_r10726_p4323_tid23267654_00,INFN-NAPOLI-ATLAS_DATADISK,496219966013,60,2021-08-18 13:20:12,2021-08-19 03:21:09,2021-08-18 19:45:34,182,1415814209400,UNAVAILABLE,False,462.14,1318.58,IT,INFN-NAPOLI-ATLAS,2,178,09-28-2021
178,mc16_13TeV,mc16_13TeV.361106.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Zee.deriv.DAOD_EGAM1.e3601_e5984_s3126_s3136_r10724_r10726_p4323_tid23267675_00,INFN-NAPOLI-ATLAS_DATADISK,1408845784709,185,2020-11-23 05:04:01,2021-09-27 23:54:31,2021-09-27 23:54:31,185,1408845784709,AVAILABLE,True,1312.09,1312.09,IT,INFN-NAPOLI-ATLAS,2,178,09-28-2021
179,mc16_13TeV,mc16_13TeV.361106.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Zee.deriv.DAOD_EGAM1.e3601_e5984_s3126_s3136_r10724_r10726_p4323_tid23267679_00,INFN-NAPOLI-ATLAS_DATADISK,1417136734917,182,2021-09-25 17:04:14,2021-09-26 19:46:28,2021-09-26 12:15:13,182,1417136734917,AVAILABLE,False,1319.81,1319.81,IT,INFN-NAPOLI-ATLAS,2,178,09-28-2021
180,mc16_13TeV,mc16_13TeV.361106.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Zee.deriv.DAOD_EGAM1.e3601_e5984_s3126_r10724_r10726_p4323_tid23267593_00,INFN-NAPOLI-ATLAS_DATADISK,11053940458855,1350,2020-11-23 04:19:19,2021-09-28 00:19:19,2021-09-28 00:19:19,1350,11053940458855,AVAILABLE,True,10294.78,10294.78,IT,INFN-NAPOLI-ATLAS,2,178,09-28-2021
181,mc16_13TeV,mc16_13TeV.361106.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Zee.deriv.DAOD_EGAM1.e3601_e5984_s3126_r10724_r10726_p4323_tid23267661_00,RRC-KI-T1_DATADISK,1416725731884,181,2020-11-23 03:51:51,2021-09-28 00:10:31,2021-09-28 00:10:31,181,1416725731884,AVAILABLE,True,1319.43,1319.43,RU,RRC-KI-T1,1,530,09-28-2021
182,mc16_13TeV,mc16_13TeV.361106.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Zee.deriv.DAOD_EGAM1.e3601_e5984_s3126_r10724_r10726_p4323_tid23267661_00,PIC_SCRATCHDISK,940070796826,123,2021-09-11 00:06:28,2021-09-11 21:03:45,2021-09-11 05:19:23,181,1416725731884,UNAVAILABLE,False,875.51,1319.43,ES,pic,1,49,09-28-2021
183,mc16_13TeV,mc16_13TeV.361106.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Zee.deriv.DAOD_EGAM1.e3601_e5984_s3126_s3136_r10724_r10726_p4323_tid23267669_00,NIKHEF_DATADISK,198544747485,24,2021-08-31 13:23:51,2021-09-01 07:53:16,2021-09-01 02:25:41,182,1416766183878,UNAVAILABLE,False,184.91,1319.47,NL,NIKHEF,1,452,09-28-2021
184,mc16_13TeV,mc16_13TeV.361106.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Zee.deriv.DAOD_EGAM1.e3601_e5984_s3126_s3136_r10724_r10726_p4323_tid23267673_00,NIKHEF_DATADISK,100695301349,13,2021-08-31 13:23:34,2021-09-01 03:42:40,,188,1416380143018,UNAVAILABLE,False,93.78,1319.11,NL,NIKHEF,1,452,09-28-2021
185,mc16_13TeV,mc16_13TeV.361106.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Zee.deriv.DAOD_EGAM1.e3601_e5984_s3126_s3136_r10724_r10726_p4323_tid23267671_00,UKI-NORTHGRID-LANCS-HEP_DATADISK,75166883094,9,2021-08-31 13:23:27,2021-09-01 03:43:05,2021-09-01 01:33:30,178,1416508751619,UNAVAILABLE,False,70.0,1319.23,UK,UKI-NORTHGRID-LANCS-HEP,2,1169,09-28-2021
186,mc16_13TeV,mc16_13TeV.361106.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Zee.deriv.DAOD_EGAM1.e3601_e5984_s3126_s3136_r10724_r10726_p4323_tid23267673_00,UKI-NORTHGRID-LANCS-HEP_DATADISK,102122035893,13,2021-08-31 13:24:23,2021-09-01 07:53:37,2021-09-01 02:30:15,188,1416380143018,UNAVAILABLE,False,95.11,1319.11,UK,UKI-NORTHGRID-LANCS-HEP,2,1169,09-28-2021
187,mc16_13TeV,mc16_13TeV.361106.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Zee.deriv.DAOD_EGAM1.e3601_e5984_s3126_s3136_r10724_r10726_p4323_tid23267673_00,NET2_DATADISK,1416380143018,188,2020-11-23 03:47:37,2021-09-28 05:35:37,2021-09-28 05:35:37,188,1416380143018,AVAILABLE,True,1319.11,1319.11,US,BU_ATLAS_Tier2,2,451,09-28-2021
188,mc16_13TeV,mc16_13TeV.361106.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Zee.deriv.DAOD_EGAM1.e3601_e5984_s3126_r10724_r10726_p4323_tid23267593_00,IEPSAS-KOSICE_DATADISK,4558464844624,554,2020-12-03 22:23:06,2021-09-23 22:23:30,2021-09-23 22:23:30,1350,11053940458855,UNAVAILABLE,True,4245.4,10294.78,DE,IEPSAS-Kosice,2,687,09-28-2021
189,mc16_13TeV,mc16_13TeV.361106.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Zee.deriv.DAOD_EGAM1.e3601_e5984_s3126_r10724_r10726_p4323_tid23267632_00,IEPSAS-KOSICE_DATADISK,63811968229,8,2021-06-20 14:54:44,2021-06-21 00:56:44,2021-06-20 15:49:19,182,1414805496389,UNAVAILABLE,False,59.43,1317.64,DE,IEPSAS-Kosice,2,687,09-28-2021
190,mc16_13TeV,mc16_13TeV.361106.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Zee.deriv.DAOD_EGAM1.e3601_e5984_s3126_r10724_r10726_p4323_tid23267593_00,GOEGRID_DATADISK,300604207708,36,2021-08-22 02:36:30,2021-09-23 22:05:28,2021-09-23 22:05:28,1350,11053940458855,UNAVAILABLE,False,279.96,10294.78,DE,GoeGrid,2,1106,09-28-2021
191,mc16_13TeV,mc16_13TeV.361106.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Zee.deriv.DAOD_EGAM1.e3601_e5984_s3126_r10724_r10726_p4323_tid23267593_00,WUPPERTALPROD_DATADISK,138893646275,17,2021-08-13 03:08:02,2021-09-10 17:06:25,2021-09-10 10:15:43,1350,11053940458855,UNAVAILABLE,False,129.35,10294.78,DE,wuppertalprod,2,324,09-28-2021
